"Product Category",Brand,Comments,"Repair Status","Spare parts (needed/used)",Event,Group,Date
Printer/scanner,HP,"Mononllaser printer. Paperjams. Adjusted loose spring on feeder wheel Probably fixed but needs testing and no driver available.",Fixed,No,"Grazebrook School","Hackney Fixers",2015-09-26
Mobile,Apple,"Needs software update.",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
Tablet,,Slow,Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
Tablet,,"Slow, won't switch on",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
"Small kitchen item",,"Juicer. Short circuit",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
"PC Accessory",,"Hard drive. Won't accept data",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
Printer/scanner,HP,"A3 printer. Not printing, no ink coming through. Needs more cleaning,",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
"Handheld entertainment device",iriver,"MP3 Player",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
Mobile,Apple,"Needs new battery",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
Tablet,Tesco,"USB socket",Fixed,No,"Grazebrook School","Hackney Fixers",2015-09-26
"Hi-Fi separates",,"CD Player. Not working","End of life",No,"Grazebrook School","Hackney Fixers",2015-09-26
"Hi-Fi separates",,"CD Player, not working. Partial fix, needs more work.",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
"Hi-Fi separates",Roberts,"CD Player. Error message, no CD. Opened and checked. CD not rotating.","End of life",No,"Grazebrook School","Hackney Fixers",2015-09-26
"Decorative or safety lights",,"Torch. Loose connection. No batteries, unable to test.",Repairable,No,"Grazebrook School","Hackney Fixers",2015-09-26
"Laptop medium",HP,Overheating,Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Printer/scanner,Canon,"Doesn't print. Software problem, Not able to repair.","End of life",No,"London Fields","Hackney Fixers",2015-07-11
Printer/scanner,,"Doesn't print. Needs more time and power supply.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"TV and gaming-related accessories",Sony,"Playstation - Yellow warning light",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Lamp,,"Switch not working",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Small kitchen item",,"Blender. Tool needed,",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Toaster,,"Some settings not working..",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",,"Not sure how to get broadband. Advice given..",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Sony,"Desktop disappeared",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Acer,"Won't turn on.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Digital Compact Camera",Canon,"Doesn't work",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
Mobile,BlackBerry,"Not working,.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Decorative or safety lights",,"Fairy lights. Don't work",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Small kitchen item",,"Juicer (needs category). Not working",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Small kitchen item",Foodmaster,"Mixer. Doesn't lock in. Not safge to repair.","End of life",No,"London Fields","Hackney Fixers",2015-07-11
Toaster,Dualit,"Timer is broken, needs new timer.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Dell,"Doesn't hold charge, slow.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",,"Needs system reinstall. advice given.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Apple,"Battery dead. Out of memory.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Samsung,"Not sure",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Headphones,,"One side doesn't work.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
Mobile,Samsung,"Keeps cutting out. Didn't need SD card.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Hi-Fi separates",ION,"Vinyl record player.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
Misc,Atlas,"Watch. Stopped working",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",,"Won't turn on",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",,"Overheats, conts out. Cleaned out fan.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",ASUS,"Doesn't turn on",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",HP,"Doesn't turn on. not able to fix.","End of life",No,"London Fields","Hackney Fixers",2015-07-11
"Laptop medium",Dell,"Screen broken. needs spare part,",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Tablet,Samsung,"Port is broken. Needs more time.",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
"Decorative or safety lights",,"Picture frame. Broken cable. Resoldered.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
Fan,Pifco,"Doesn't trun on after cleaning. Relubricated motor shaft.",Fixed,No,"London Fields","Hackney Fixers",2015-07-11
Kettle,,"Doesn't work. Very old. Not able to fix.","End of life",No,"London Fields","Hackney Fixers",2015-07-11
"Small kitchen item",,"Plate cooker. doesn't work. Needs testing,",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Vacuum,,"Low suction. Motor needs replacing,",Repairable,No,"London Fields","Hackney Fixers",2015-07-11
Headphones,,"Poor connection, needs soldering.",Repairable,No,"The Machines Room","Hackney Fixers",2015-06-16
"Hi-Fi separates",Dansette,"Aurto-change record player. Needs new drive wheel.",Repairable,No,"The Machines Room","Hackney Fixers",2015-06-16
"TV and gaming-related accessories",Apple,"Frayed wire, shortened and resoldered",Fixed,No,"The Machines Room","Hackney Fixers",2015-06-16
"Laptop medium",Apple,"Very slow",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Hi-Fi separates",,"Amplifier. Loose connection",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Portable radio",Sony,"No sound, possible water damage.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Small kitchen item",Kenwood,"Food processor (needs category). Broken, burnt out motor","End of life",No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Small kitchen item",,"Soup maker. Burnt sensor/connection.","End of life",No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Laptop medium",Toshiba,"Slow. Needed cleaning,",Fixed,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Printer/scanner,Epson,"Not working",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Headphones,,"One side stopped working. Need to buy new lead.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Mobile,Samsung,"Doesn't charge, doesn't switch on. Needs new battery.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Mobile,Apple,"Speaker crackly and broken screen.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Mobile,Apple,"Charger, loose connection.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"TV and gaming-related accessories",Nintendo,"Wii controller.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Aircon/Dehumidifier,,"Electric radiator. Needs PAT Test.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Decorative or safety lights",Coleman,"Torch. Not turning on. Needs more research.",Repairable,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Lamp,Steepletone,"Touch-tone - Lamp, radio, alarm. Triac needs replacement. Soldered in new Triac, now working.",Fixed,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Vacuum,Hoover,"Not starting",Fixed,No,"The Petchey Academy","Hackney Fixers",2015-05-09
Misc,Cyclone,"E-cig battery. Faulty wiring.",Fixed,No,"The Petchey Academy","Hackney Fixers",2015-05-09
"Laptop medium",Dell,"Driver problem. Needs Linux. Advice given.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Laptop medium",Apple,"Microphone clogged, sound not good. Have cleaned, needs more time.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Handheld entertainment device",,"Games console. Keeps cutting out. Needs more time.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Hi-Fi integrated",Pure,"Sound system. CD's jump. Advice given.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Small kitchen item",Bosch,"Mixer/blender. Motor not working. Tooc complicated, probably won't be able to get old parts.","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Small kitchen item",Made.com,"Automatic bin. Lid switch not working. Spare part needed.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Toaster,Duraband,"Lever not working.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Vacuum,Hoover,"Mini-vacuum. Not charging. Needs new battery.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Printer/scanner,Epson,"Printer. Not working. Cleaned. Needs test print.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Headphones,Technics,"One earpiece not working. Needs replacement part.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Mobile,Nokia,"Not charging. won't turn on. Advice given.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Hi-Fi separates",Quad,"Amplifier, won't turn on. Loose connection?",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Hi-Fi separates",Fender,"Amplifier. Hissing. Earth connection?",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"TV and gaming-related accessories",LG,"DVD recorder (Needs category). Won't recognise discs. Cleaned, needs esting.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Power tool",Weller,"Soldering station. Underheating. Not able to identify problem","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Small kitchen item",Karcher,"Window wiper. Not turning on. Needs new battery. Advice given.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Small kitchen item",Nuo,"Slowcooker. heating not working. Faulty component.","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Vacuum,Hoover,"Won't turn on. Impossible to open.","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Misc,Electrolux,"Dishwasher. Needed salt and instructions. Tested and now working.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Laptop medium",HP,"Linux, can't get into operating system. Need Toshi!",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Laptop medium",Samsung,"Error messages. Malware cleaned and advice given.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Laptop medium",Toshiba,"Wine spill on screen. Needs new screen.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Printer/scanner,Mustek,"Scanner, won't connect to PC. Can't be fixed.","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Mobile,Samsung,"Got wet, won't switch on. Photos saved, half fixed.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Mobile,Samsung,"Can't hear calls. Can't be fixed.","End of life",No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Mobile,Sony,"Stopped working. New battery needed.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Tablet,Nexus,"Loose connector. Tightened the socket.",Fixed,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Tablet,Alcatel,"Not turning on. Needs new charger.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
Vacuum,,"Portablle vacuum. Stopped working. Needs charging.",Repairable,No,"Kingsmead Community Center","Hackney Fixers",2015-03-21
"Laptop medium",Dell,"Slow. problem with keyboard.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Laptop medium",ASUS,"Didn't boot properly (probably because of windows update). Ran spinrite and it works now.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"DLSR / Video Camera",FUJIFILM,"Not charging. needs new battery.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Tablet,Tesco,"Not charging. Needs new charger.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Hi-Fi separates",Technics,"CD Player. Pound coin stuck",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Portable radio",Roberts,"Problem with tuner. Needs testing.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Small kitchen item",Sainsbury's,"Blender not working. Soldered.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Small kitchen item",Kenwood,"Blender. Stopped working",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Toaster,"Morphy Richards","Not working",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Laptop medium",Toshiba,"Slow. Advice given, needs more RAM.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Headphones,Itek,"No sound",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Headphones,Scullcandy,"No sound. needs part.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Hi-Fi integrated",Technics,"DVD/Stereo system. Turns on but cuts out. Static noise. advice given.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Power tool",Bosch,"Packed up. needs spare part.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Toaster,Dualit,"Timer stops and burns toast (common fault). Now working.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Desktop computer",Lenovo,"Hard drive corrupted. Needs recovery disk.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Desktop computer","Packard Bell","Doesn't boot properly. Wiped the drive.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Flat screen 15-17""",Apple,"Doesn't switch on.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Laptop medium",Acer,"Power supply not working. Data recovered.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Laptop medium",HP,"Screen broken. Needs part.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Portable radio",Roberts,"Radio/Alarm clock. Doesnt turn on.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"TV and gaming-related accessories",,"Bluray player. Video not working. Advice given. Possible firmware needs updating.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Vacuum,Hoover,"Poor suction. Showed how to clean the filters.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Handheld entertainment device",Apple,"Doesn't start",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Handheld entertainment device",Sony,"Not working yet, but happy to have opened it.",Fixed,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Headphones,,"One channel not working","End of life",No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"TV and gaming-related accessories",,"Digibox recorder (DVB) software problem. Needs TV to test it.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Small kitchen item",,"Iron (needs category). No steam. Can't open it.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Small kitchen item",,"Grinder. Blade doesn't spin. Needs a part.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
Misc,,"Sewing machine. Not working, needs parts.",Repairable,No,"The Redmond Centre, Manor House","Hackney Fixers",2015-01-24
"Desktop computer",,"Tower. Turns on but no signal to monitor. Seems ok, needs test..",Repairable,No,"Arcola Theatre","Hackney Fixers",2014-11-22
"Laptop medium",,"Advice needed on software",Fixed,No,"Arcola Theatre","Hackney Fixers",2014-11-22
"Digital Compact Camera",Panasonic,"Water damage",Repairable,No,"Arcola Theatre","Hackney Fixers",2014-11-22
